publish_date,company_name,industry,industry_raw,recruit_types,recruit_type_raw,company_nature,company_nature_raw,target_raw,grade_min,grade_max,education,positions,cities,notice_url,apply_url,deadline,deadline_date,remark
2026-05-25,绿芽基金会,政府/事业单位/公共服务,公共服务,日常实习,日常实习,事业单位,社会机构,26届-29届,26,29,本科,品牌传播实习生,广州海珠区,https://mp.weixin.qq.com/s/G5QY_J8T-1B0dVSaPt5SJw,https://ff.lingxi360.com/f?fid=8BVGsheG=6I6F&utm_bccid=LXEq_uxxoq0RPyn9,招满即止,,
2026-05-25,玖瑞集团,农业/农林牧渔,畜牧业,日常实习,日常实习,民企,民企,27届,27,27,专科,检测员,"山东,江苏,四川,河南,非洲",https://mp.weixin.qq.com/s/0IRvffqm7vNMGMdg4VUE5Q,https://mp.weixin.qq.com/s/0IRvffqm7vNMGMdg4VUE5Q,招满即止,,
2026-05-25,广州心协,医疗/生物医药,医疗卫生,日常实习,日常实习,社会机构/公益组织,社会机构,26届-29届,26,29,本科,"资料整理,活动协助,文案编辑实习生",广州,https://mp.weixin.qq.com/s/J1zWNSaVplLcPzZotnDmEA,https://mp.weixin.qq.com/s/J1zWNSaVplLcPzZotnDmEA,招满即止,,
2026-05-25,浦东社区服务中心,政府/事业单位/公共服务,公共服务,日常实习,日常实习,社会机构/公益组织,社会机构,27届,27,27,本科,实习生,上海浦东新区,https://mp.weixin.qq.com/s/lswrBl954uHD1YochrKklw,邮箱：shpkzp@163.com,招满即止,,可转正
2026-05-25,中国贸促会商法中心,咨询/财会/法律,法律服务,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,新媒体实习生,北京,https://mp.weixin.qq.com/s/VvGFFhKfXqdysExFwD4EXQ,邮箱：wangyan@ccpit.org,招满即止,,
2026-05-25,中国纺织出版社,传媒/文化/出版,传媒出版,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,文案剪辑实习生,北京,https://mp.weixin.qq.com/s/ObtTQjAJ6JHkqNDFne2Ayg,邮箱：zgfzcbszhaopin@sina.com,招满即止,,
2026-05-25,花都人才,咨询/财会/法律,人事/咨询,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,"档案整理,文字编辑,行政助理实习生",广州花都区,https://mp.weixin.qq.com/s/4WbEwpE3YCRzbIs0B5gsoA?scene=1&click_id=19,邮箱：81143460@qq.com,招满即止,,
2026-05-23,小红书,传媒/文化/出版,新媒体,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,"技术品牌实习生,媒体合作实习生,校园传播实习生,社区运营实习生",上海,https://mp.weixin.qq.com/s/0w2cJw4kmoQtaeArp90-uA,https://redebuilt.cn/,2026-06-05,2026-06-05,大厂/品牌
2026-05-23,德恒,咨询/财会/法律,法律服务,日常实习,日常实习,民企,民企,26届-29届,26,29,硕士,"律师助理,初级律师,授薪律师,法律实习生",上海,https://mp.weixin.qq.com/s/MI0hEhILsPoN3TOiQwnL5A,邮箱：sangsd@dehenglaw.com,招满即止,,可转正
2026-05-23,江苏银行,银行,银行,暑期实习,暑期实习,民企,民企,27届,27,27,硕士,"总行实习生(数学统计方向,人工智能方向,市场营销方向,网络与新媒体方向)",南京,https://mp.weixin.qq.com/s/7TL5SrVL2CoHuCI0mfrJjg,https://hr.jsbchina.cn/zp,2026-05-29,2026-05-29,
2026-05-23,卡尔美,消费品/零售/快消,体育/健身,日常实习,日常实习,民企,民企,27届,27,27,本科,"主播助理,直播运营助理",福建晋江,https://mp.weixin.qq.com/s/aR0yO6eqF9Eo04fw5Pa7dg,https://doc.weixin.qq.com/forms/AAMAJgfKAAgAXoABgYqAEYCNBoOFzF4lf?pass_ticket=yOcN4SIOsvzlrKZCL5YEYrJqg4U8ESinpCFDUy5QjjunY%2BSjxhrLB0VOKFpwnaFcE9TlTe2LgUpA26CWVm9S2A%3D%3D&sid=z9hpdIzfdFkupUd6AB1heAAA#/fill,招满即止,,可转正
2026-05-23,中华商标协会,咨询/财会/法律,财税/审计,日常实习,日常实习,民企,民企,26届,26,26,本科,宣传部实习生,北京海淀区,https://mp.weixin.qq.com/s/HiVZRouPDa7vUHff9ZW0Gw,邮箱：lixiaojuan@cta.org.cn,招满即止,,可转正
2026-05-23,路博润,能源/化工/环保,材料/能源,日常实习,日常实习,外企/合资,外企/合资,26届-29届,26,29,本科,"研发,市场,合规,供应链,HR,IT,财务等岗位","上海,珠海",https://mp.weixin.qq.com/s/IRKY4xWcTcd5HzaFVcgBew,https://mp.weixin.qq.com/s/IRKY4xWcTcd5HzaFVcgBew,招满即止,,
2026-05-23,AtivaFit爱体飞,消费品/零售/快消,体育/健身,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,站外推广实习生方向,上海,http://xhslink.com/o/4pOLin3wxj1,邮箱：jade@ativafit.com,招满即止,,
2026-05-23,物产中大金属集团,能源/化工/环保,矿产金属,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,本科,"大宗商品贸易岗,财务审计岗","杭州,金华,台州,宁波,上海,无锡,佛山,广州,成都,西安,兰州",https://mp.weixin.qq.com/s/VZZt89_v8rtgTsP6fEUAhQ,https://www.zmmc.com.cn:1688/,招满即止,,可转正
2026-05-23,一德期货,金融,金融,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,[黑色事业部]分析师助理实习生,天津,https://mp.weixin.qq.com/s/xckPZOfgGqBBRbDxabkyYA,邮箱：zhaopin@ydgh.com.cn,招满即止,,
2026-05-23,中邮资管,金融,金融,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,硕士,"组合配置管理实习生(AI应用方向),固定收益投资研究实习生,权益投资研究实习生,金融市场业务实习生,风险管理业务实习生",北惊,https://mp.weixin.qq.com/s/QltZRUxdY6u93ttHtW7eNg,https://xyz.51job.com/External/Apply.aspx?CtmID=8716564,招满即止,,可转正
2026-05-23,上汽通用泛亚,机械/制造/汽车,汽车产业,"秋招提前批,暑期实习","暑期实习, 秋招提前批",外企/合资,外企/合资,27届,27,27,本科,汽车研发类实习生,"上海,烟台,武汉",https://mp.weixin.qq.com/s/wQAhqa9Z2JUzVPd_hY1fMA,https://sgm.zhiye.com/campus,招满即止,,可转正，大厂/品牌
2026-05-23,社科文献出版社,传媒/文化/出版,传媒出版,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,社会学编辑助理:,北京西城区,https://mp.weixin.qq.com/s/U9zcmZuI37j5b4kKfZxIZg,邮箱：ssaphr@ssap.cn,招满即止,,
2026-05-23,顺丰集团,交通运输/物流,仓储物流,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,"网点管理岗,中转场管理岗,仓储管理岗",全国,https://mp.weixin.qq.com/s/ucTa9oP2Ds_jrFkVDLFjsA,https://campus.sf-express.com/m/?channelSource=1#/nEIndex,招满即止,,可转正
2026-05-23,用友,互联网/软件/游戏,软件技术,日常实习,日常实习,民企,民企,27届,27,27,本科,"Java开发实习生,Web前端实习生,软件测试实习生,产品实习(toB端)",北京,https://mp.weixin.qq.com/s/5MN_MpJMIDh9EXqwMijqDw,https://career.yonyou.com/SU67ac41886202cc7916ae3029/pb/index.html#/,招满即止,,可转正
2026-05-23,万兴科技,互联网/软件/游戏,软件技术,日常实习,日常实习,民企,民企,27届,27,27,硕士,"商务拓展(漫剧),用户运营,创意策划,产品GTM,产品VOC,AI美学测评,测试开发,测试","长沙,深圳,杭州",https://mp.weixin.qq.com/s/F2dWM8myHIi8NSijHUZ4tg,https://wondersharecampus.zhiye.com/jobs?activityGuid=9dd5beeb-9676-448c-b026-778bdf85fc27,招满即止,,可转正
2026-05-23,因诺资产,金融,金融,日常实习,日常实习,民企,民企,27届,27,27,硕士,"量化投资实习生,大模型量化投资实习生,C++开发实习生","北京,上海",https://mp.weixin.qq.com/s/6lLhUOSSRPAV09OKa31gFA,邮箱：resume@innoam.com,招满即止,,可转正
2026-05-23,金田集团,能源/化工/环保,化工/材料,暑期实习,暑期实习,民企,民企,27届,27,27,硕士,"市场类,材料类",宁波,https://mp.weixin.qq.com/s/elUS7zYP8Am1mQS7zzXvLQ,https://wecruit.hotjob.cn/SU69815a1bbe908548be0c82e9/pb/school.html?projectId=203301,2026-06-19,2026-06-19,可转正
2026-05-23,南方电网,能源/化工/环保,电力,暑期实习,暑期实习,央国企,央国企,26届-27届,26,27,本科,"市场营销实习岗,新媒体宣传实习岗(AI制作方向),行政办公实习岗,变电设备分析实习岗,系统分析实习岗,电力大数据实习岗,客户服务实习岗,抽水蓄能电站自动化实习岗,人工智能及大数据实习岗,人力资源管理实习岗,人力资源实习岗,智慧能源数字化管理实习岗,投融资部实习岗,英文科技期肝刊编辑出版实习岗,全媒体实习记者,全案策划实习岗","广州,深圳,佛山,珠海",https://mp.weixin.qq.com/s/0ECoKees25BDg0zT9HUQVg,邮箱：DXSSXCSG@163.COM,2026-06-05,2026-06-05,可转正
2026-05-23,徽商银行,银行,银行,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"总行数据管理与创新部金融科技实习生,分行客户经理大堂经理助理实习生","南京,北京,深圳,成都,宁波,合肥,芜湖,马鞍山,安庆,淮北,淮南,黄山,滁州,蚌埠,铜陵,阜阳,池州,宿州,宣城",https://mp.weixin.qq.com/s/FJauJtjJw2DGTmdWXei0Zg,https://rczp.hsbank.com.cn/wap/#/Ganglist?type=%E5%AE%9E%E4%B9%A0%E7%94%9F%E6%8B%9B%E8%81%98,2026-06-05,2026-06-05,可转正
2026-05-23,申万菱信基金,金融,金融,"秋招提前批,暑期实习","暑期实习, 秋招提前批",央国企,央国企,27届,27,27,硕士,"行业研究,多资产研究,数量研究,指数研究,机构销售,商务拓展,渠道销售,电商运营,基金会计","上海,北京",https://mp.weixin.qq.com/s/OXL1gwb4SXxmyNmaEh6Wsw,https://job.swsmu.com,2026-06-14,2026-06-14,可转正，大厂/品牌
2026-05-22,"中国能建中电工程

华东电力设计院",建筑/地产,建筑/建材,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"电气工程类,建筑与土木工程类,能源与动力工程类,数智科技类,环境工程类,职能管理类",上海,https://mp.weixin.qq.com/s/IGdbmPvyvvTWMQ86arcOPg,邮箱recruit@ecepdi.com,2026-06-30,2026-06-30,
2026-05-22,顺创产业,金融,金融,日常实习,日常实习,民企,民企,26届-29届,26,29,硕士,实习生,北京,https://mp.weixin.qq.com/s/A_n5-FCmNIUFd9o6mcNfuA,邮箱：chailina@scct.cc,招满即止,,
2026-05-22,交通银行苏州分行,银行,银行,暑期实习,暑期实习,央国企,央国企,27届,27,27,硕士,"营销实习生,综合业务实习生",苏州,https://mp.weixin.qq.com/s/Ii3ZtwMETix_G6Ow6zxwtA,https://docs.qq.com/form/page/DZW5TRWFmWXJIcUxK,2026-06-15,2026-06-15,可转正，大厂/品牌
2026-05-22,南网新能院,能源/化工/环保,电力,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,本科,"人力资源管理实习岗,合规与架构实习岗,设计实习岗,造价实习岗,技术经济岗,项目管理实习岗,孵化管理实习岗",佛山,https://mp.weixin.qq.com/s/yivy9XgrnvHshgTXVB571Q,邮箱：NEDRI-JD@nwxny.com,2026-05-23,2026-05-23,
2026-05-22,上海法律科技协会,咨询/财会/法律,法律服务,日常实习,日常实习,社会机构/公益组织,社会机构,26届-29届,26,29,本科,法律科技实习生,上海徐汇区,https://mp.weixin.qq.com/s/iDy7oxfPTKBuxUFvU1eLyg,邮箱：wx@shlta.org.cn,2026-06-01,2026-06-01,可转正
2026-05-22,上海康恒环境,能源/化工/环保,环境环保,暑期实习,暑期实习,民企,民企,27届,27,27,本科,2026暑期实习夏令营,上海,https://mp.weixin.qq.com/s/OoREjWSHrfQnuz093lDSGQ,https://www.shsus.com/,招满即止,,
2026-05-22,ABB中国,机械/制造/汽车,机械/电子,暑期实习,暑期实习,外企/合资,外企/合资,26届-29届,26,29,本科,"工程类,运营类,市场,销售和产品管理类,研发类,项目执行类,财务类,人力资源类","北京,上海,厦门,深圳,新会",https://mp.weixin.qq.com/s/TS2z4a7FZuNutsByNat2Lg,https://abb.tupu360.com/position/list?lang=zh_CN&type=INTERNSHIPRECRUITMENT&state=42a7f1ebcfa6beca2773d430704029c7&code=0219EEFa1TUiLL0QEtFa1rbGXF29EEFB&_t=1779454488468,招满即止,,可转正
2026-05-22,影石insta360,电子/半导体/通信,数码产品,日常实习,日常实习,民企,民企,27届,27,27,硕士,深度学习算法实习生(场景重建方向),"上海,深圳",https://mp.weixin.qq.com/s/6xCpwTjptroJ-y5cTEjcMA,https://mp.weixin.qq.com/s/6xCpwTjptroJ-y5cTEjcMA,招满即止,,
2026-05-22,高顿教育,教育培训/科研,教育/培训,暑期实习,暑期实习,民企,民企,26届-29届,26,29,专科,线上运营实习生,北京西城区,https://mp.weixin.qq.com/s/_gce3VbBw9ISt1y73YY6HQ?scene=1&click_id=1,https://jsj.gaodun.com/f/AOL06b,招满即止,,大厂/品牌
2026-05-22,小红书,传媒/文化/出版,新媒体,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,"内容运营方向,营销策划方向",上海,https://mp.weixin.qq.com/s/_wU3e8MNoxBfraXBXB1JtQ,https://mp.weixin.qq.com/s/_wU3e8MNoxBfraXBXB1JtQ,2026-06-10,2026-06-10,可转正
2026-05-22,碧桂园服务,建筑/地产,物业/园区,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,"管理培训生-物业管理岗,管理培训生-客户服务岗,管理培训生-绿化环境岗","广州,佛山,惠州,东莞",https://mp.weixin.qq.com/s/xnnxwD3qyxuvu30AP4s0yQ,https://www.wjx.top/vm/Qc15Aop.aspx,招满即止,,可转正
2026-05-22,宝洁,消费品/零售/快消,清洁洗护,校园大使,校园大使,外企/合资,外企/合资,27届-29届,27,29,本科,校园大使,远程/线上,https://mp.weixin.qq.com/s/n6u0SE9GemafGvmm8gMZSg,https://mp.weixin.qq.com/s/n6u0SE9GemafGvmm8gMZSg,招满即止,,
2026-05-22,安谋科技,电子/半导体/通信,芯片,暑期实习,暑期实习,外企/合资,外企/合资,27届,27,27,本科,"GPU Software Engineer 实习生. Software Engineer (memory compiler) 实习生. CPU SoftwareEngineer 实生. Software Engineer (NPU)生. Software Engineer (Edge,Robotics,etc.)实习生,Sales Assistant实习生",上海,https://mp.weixin.qq.com/s/bIFCuAxNorLrJdIgrUSi0Q,https://app.mokahr.com/campus-recruitment/armchina/68023?locale=zh-CN#/jobs,2026-05-30,2026-05-30,可转正
2026-05-22,华润集团,消费品/零售/快消,实体商超,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,本科,香港暑期实习生,"北京,广州,深圳,南昌,珠海,常州,无锡,香港",https://mp.weixin.qq.com/s/lNeL3Wc50E1r58lMJ1ljiQ,https://runjob.crc.com.cn/mob/#/complex/position?id=1768468163945558017&comId=1768465038664790017,招满即止,,大厂/品牌
2026-05-22,新民体育,传媒/文化/出版,新媒体,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,实习生,上海,https://mp.weixin.qq.com/s/Qb4zBF6AcRkUCZHuK6OVTw,邮箱:hys@xmwb.com.cn,招满即止,,
2026-05-22,南方财经21世纪数字传媒,传媒/文化/出版,传媒出版,日常实习,日常实习,央国企,央国企,26届-27届,26,27,本科,产品经理实习生,北京,https://mp.weixin.qq.com/s/lTTGep4PlQhxOksJAd7gJQ,邮箱：linkun@21jingji.com,招满即止,,
2026-05-22,华谊集团,能源/化工/环保,材料能源,暑期实习,暑期实习,央国企,央国企,27届-29届,27,29,硕士,"课题研发方向实习生,生产实践方向实习生,研发支持与产业落地实习生,设备管理实习生,电气管理实习生,仪表管理实习生,工艺技术与材料表征测试实习生,数据分析与仿真技术应用实习生","上海,广西钦州",https://mp.weixin.qq.com/s/gqA3VQW3605dI4MphfT8Ig,https://m.zhaopin.com/xiaoyuan/company/detail?redirect=mxiaoyuan&comid=KA0000551557P90000001000&productId=-1&channelId=-1,2026-06-28,2026-06-28,可转正
2026-05-22,天风证券,金融,金融,日常实习,日常实习,央国企,央国企,27届-28届,27,28,本科,"投资银行类实习生,投资研究类实习生,资产管理类实习生,市场销售类实习生,运营管理类实习生","北京,上海,广州,深圳,武汉",https://mp.weixin.qq.com/s/u6oMOsP8FrAtIqC3QiIVOw,https://mp.weixin.qq.com/s/u6oMOsP8FrAtIqC3QiIVOw,招满即止,,
2026-05-22,模德宝,互联网/软件/游戏,软件技术,日常实习,日常实习,民企,民企,27届,27,27,本科,短视频运营实习生,深圳,https://mp.weixin.qq.com/s/dymcQ1abO0LD0w_3g56KlQ,邮箱：2936994251@qq.com,招满即止,,
2026-05-22,中国文化报,传媒/文化/出版,传媒出版,日常实习,日常实习,央国企,央国企,26届-29届,26,29,本科,新媒体运营实习生,北京,https://mp.weixin.qq.com/s/eunESvPJQL84NC7jL9HvrA,邮箱：baoshezhaopin@ccmg.cn,招满即止,,
2026-05-22,ABC美好社会咨询社,政府/事业单位/公共服务,公共服务,日常实习,日常实习,社会机构/公益组织,社会机构,26届-28届,26,28,本科,A产品实习生,"远程/线上,北京海淀区",https://mp.weixin.qq.com/s/zDEP4otLdK55K3tYM8hR5w,邮箱：hr@theabconline.org,招满即止,,
2026-05-22,上海干部教育培训中心,教育培训/科研,教育/培训,日常实习,日常实习,事业单位,事业单位,26届-29届,26,29,本科,"教务助理,联络助理,宣传助理",上海,https://mp.weixin.qq.com/s/rnkV5Y9q412PXdpuPqOIZw,邮箱:cstraining@21peixun.com,招满即止,,
2026-05-22,中国-IRENA合作办,政府/事业单位/公共服务,公共服务,日常实习,日常实习,央国企,央国企,26届-29届,26,29,硕士,国际合作实习生,北京东城区,https://mp.weixin.qq.com/s/lcZo8VrKLxjPt59KPkl64w,邮箱:liusx@creei.cn,2026-06-05,2026-06-05,可转正
2026-05-22,壹忠唯,教育培训/科研,教育/培训,暑期实习,暑期实习,民企,民企,26届-29届,26,29,本科,"指导师实习生,教学助理实习生","北京,深圳",https://mp.weixin.qq.com/s/84oUdRAhMNYgmOWRYa1sqg,https://eisway.zhiye.com/intern/jobs?queryId=60cbc698-abca-41ff-86b2-be5023a940c6&memory=%7B%7D&silence=1,招满即止,,
2026-05-22,网易浪潮工作室,传媒/文化/出版,传媒出版,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,"运营实习生,微博运营实习生,视频策划实习生",北京海淀区,https://mp.weixin.qq.com/s/kE48qXKKIVUxtZOMai-IJg,https://mp.weixin.qq.com/s/kE48qXKKIVUxtZOMai-IJg,招满即止,,大厂/品牌
2026-05-22,台达集团,机械/制造/汽车,机械/电子,"商赛/训练营,训训练营",商赛/训训练营,民企,民企,27届,27,27,硕士,台达2026智能制造暑期营,江苏苏州,https://mp.weixin.qq.com/s/kbtTQtONJNa0QINXEY5hdA,邮箱：JIALING.SONG@DELTAWW.COM,招满即止,,
2026-05-22,九机,互联网/软件/游戏,软件技术,日常实习,日常实习,民企,民企,27届,27,27,本科,"算法类,开发类,供应链类,运维类,软件研发类,产品类,职能类,测试类,市场类,数据类,技术类",昆明,https://mp.weixin.qq.com/s/Zuw5Jf8UZLyzDfU-emnX1A,https://www.9ji.com/job/school,2026-07-01,2026-07-01,
2026-05-21,华润置地,建筑/地产,房产/中介,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"招商运营实习生,物业管理实习生,场馆运营实习生,人力资源实习生,财务管理实习生",全国多城市,https://mp.weixin.qq.com/s/ncoCaDFGbFvDVZn5-ZE3bA,https://app.mokahr.com/campus-recruitment/crland/166206?locale=zh-CN#/home,招满即止,,可转正
2026-05-21,中国移动,电子/半导体/通信,网络通信,"暑期实习,日常实习","暑期实习, 日常实习",央国企,央国企,27届,27,27,本科,"技术类实习生,市场类实习生,运营类实习生,职能类实习生",全国,https://mp.weixin.qq.com/s/hOJV578VoK6iokhhJNaS4A,https://mp.weixin.qq.com/s/hOJV578VoK6iokhhJNaS4A,招满即止,,可转正，大厂/品牌
2026-05-21,中金所技术,金融,金融,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"后端开发实习生,前沿技术研发实习生,云计算实习生,网络建设实习生,合规管理实习生","上海,苏州",https://mp.weixin.qq.com/s/c5JfZPbsBPS7BLtSlyiq6A,https://cffexit.zhiye.com/,2026-06-07,2026-06-07,可转正
2026-05-21,乐元素SH工作室,互联网/软件/游戏,游戏/动画,日常实习,日常实习,民企,民企,27届,27,27,本科,策划培训生,上海,https://mp.weixin.qq.com/s/gOCQ5rOiqxkoTNsSG8S1ow,https://app.mokahr.com/campus_apply/leyuansu/2357#/job/a6fb3932-5e5d-4505-a1d5-864ccd8581f0,招满即止,,可转正
2026-05-21,国际通,消费品/零售/快消,外贸/跨境,暑期实习,暑期实习,央国企,央国企,27届,27,27,硕士,"工程管理方向实习生,商务贸易方向实习生,综合管理方向实习生",北京,https://mp.weixin.qq.com/s/QnUe55N1TP2YZAVOFUJr0w,https://genertec.zhiye.com/custom/6d14a92e-35e1-8d04-fbfd-f1f46fc708b0?queryId=1c663c8e-0b12-4c5f-b671-5f4446a061e0,招满即止,,可转正
2026-05-21,浙商资管,金融,金融,日常实习,日常实习,央国企,央国企,27届,27,27,硕士,"宏观策略,多资产策略,量化,信评,固定收益投资助理实习生",上海,https://mp.weixin.qq.com/s/gP_CdDvM5qVt3GIHJqTXuA,邮箱：zszgzhaopin111@163.com,招满即止,,可转正
2026-05-21,迦智科技,智能硬件/机器人,机器人,暑期实习,暑期实习,民企,民企,27届,27,27,本科,"研发,算法,机械,电气,硬件,售前,产品,测试,项目,市场实习生","杭州,深圳",https://mp.weixin.qq.com/s/pSLE_oWSlPbi2yILzlgN5A,邮箱：zhaopin@iplusmobot.com,招满即止,,可转正
2026-05-21,德甲联赛,消费品/零售/快消,体育/健身,日常实习,日常实习,外企/合资,外企/合资,26届-29届,26,29,本科,市场&数字媒体实习生,北京,https://mp.weixin.qq.com/s/VY5dmH38HDCG60Zs7naGuw,邮箱：sunny.sun@bundesliga-international.com,招满即止,,
2026-05-21,中国移动,金融,金融,"暑期实习,日常实习","暑期实习, 日常实习",央国企,央国企,27届,27,27,本科,"算法,大数据,应用开发,产品运营实习生",全国,https://mp.weixin.qq.com/s/qJ1z1y0BFtmQ1qeoHe4-1Q,https://zyjkcampus.zhaopin.com/sxs/index.html,招满即止,,可转正，大厂/品牌
2026-05-21,中国移动,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,硕士,"算法,人工智能,产品研发,开发,解决方案实习生","上海,广州,武汉",https://mp.weixin.qq.com/s/ICvgzE4HjslgGjOSdRWA6w,https://mp.weixin.qq.com/s/bXQB4roBTHJuzYon3QVwoQ,招满即止,,可转正，大厂/品牌
2026-05-21,中国移动九天公司,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"算法开发,AI开发,软件开发,产品设计实习生","北京,深圳,西安,广州",https://mp.weixin.qq.com/s/AFmKRurgHDjBuyRM5JNG8Q,https://mp.weixin.qq.com/s/AFmKRurgHDjBuyRM5JNG8Q,招满即止,,可转正，大厂/品牌
2026-05-21,网易伏美,互联网/软件/游戏,游戏/动画,日常实习,日常实习,民企,民企,26届-27届,26,27,本科,"具身智能算法,机器人算法,视觉感知建模,激光SLAM,仿真研发,测试开发,产品经理,人工智能算法工程师,智能体研发工程师,测试开发工程师,游戏AI产品经理",杭州,https://mp.weixin.qq.com/s/bfNLWlAE5YCtPi2zU1Ok2A,https://www.xiaohongshu.com/website-login/captcha?redirectPath=https%3A%2F%2Fwww.xiaohongshu.com%2Fuser%2Fprofile%2F5c621f9c000000001102dbbf%3Fxhsshare%3DuserQrCode%26exSource%3D&verifyUuid=53c9b976-9e28-46e3-a027-bc831593c182&verifyType=216&verifyBiz=461&verifyMsg=null,招满即止,,可转正，大厂/品牌
2026-05-21,广东电信,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,26届-29届,26,29,本科,"电子信息,计算机,数学,自动化,电气类实习生",广东,https://mp.weixin.qq.com/s/fCbDwJQtFRYVBkIwi21uLA,https://hr.gdtel.com.cn,招满即止,,可转正，大厂/品牌
2026-05-21,江苏电信,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"网络运营,技术研发,市场营销,综合支撑类实习生",江苏,https://mp.weixin.qq.com/s/5RZPAwnFXm3puq-C7bM_qA,https://job.chinatelecom.com.cn/,2026-06-16,2026-06-16,可转正，大厂/品牌
2026-05-21,中国移动政企事业部,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"综合类:综合文秘劳动用工管理,企业文化管理,纪检综合管理(数字纪检方向)市场类:客户经理,品牌及传播管理,营销答理

技术类:产品管理技术经理,调度管理,运营经理",北京,https://mp.weixin.qq.com/s/ULkPJpFi2uO_NfRij1IIQA,https://job.10086.cn/personal/trainee/trainee_job_list.html?cId=73,招满即止,,可转正，大厂/品牌
2026-05-21,青海移动,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"技术:软件开发,业务平台支持,云网大数据运营,网络运行维护,网络监控,设备维护,无线网优化等市场:经营分析,产品管理,营销策划,业务管理,销售服务,渠道服务,UI/UE设计等综合类实习生:人力资源管理,档案管理,财务,审计,法律,综合行政等",西宁,https://mp.weixin.qq.com/s/Apq_3Vk2Nxa8mh08CrbmVw,https://job.10086.cn/touch/personal/trainee/trainee_job_list.html?cId=59,招满即止,,可转正，大厂/品牌
2026-05-21,中移园区建发,电子/半导体/通信,网络通信,暑期实习,暑期实习,央国企,央国企,27届,27,27,本科,"软件开发,综合行政,人力资源,法务实习生",北京,https://mp.weixin.qq.com/s/PIhgvS8BqG8Z1TlPNSVsTw,https://job.10086.cn/personal/trainee/trainee_job_list.html?cld=101,招满即止,,可转正，大厂/品牌
2026-05-21,中微,机械/制造/汽车,机械/电子,日常实习,日常实习,民企,民企,27届,27,27,本科,"数据实习生,控制实习生,研发类实习生",上海,https://mp.weixin.qq.com/s/JLuJgcHRMtCmFo1tzWcikA,https://mp.weixin.qq.com/s/JLuJgcHRMtCmFo1tzWcikA,2026-06-30,2026-06-30,可转正
2026-05-21,丹纳赫,医疗/生物医药,生物/医药,暑期实习,暑期实习,外企/合资,外企/合资,26届-29届,26,29,本科,"商业市场实习生,研发实习生,Al&数字化实习生",全国多城市,https://mp.weixin.qq.com/s/o9BPGZrRApM3oWzmA1eaxw,https://mp.weixin.qq.com/s/o9BPGZrRApM3oWzmA1eaxw,2026-06-15,2026-06-15,
2026-05-21,平头哥,电子/半导体/通信,半导体,暑期实习,暑期实习,民企,民企,27届,27,27,本科,"芯片软件,芯片硬件,芯片平台实习生","上海,北京,深圳,杭州,成都",https://mp.weixin.qq.com/s/jcCuDeBd_4xIPmchG0nbIA,https://campus-talent.alibaba.com/campus/position?batchId=100000540002&filterParams=%7B%22customDept%22%3A%5B%22PQHNXW%22%5D%7D,招满即止,,可转正，大厂/品牌
2026-05-21,好未来学而思,教育培训/科研,教育/培训,暑期实习,暑期实习,民企,民企,27届,27,27,本科,"直播运营,电响运营,学科产品运营,活动新媒体运营,向业化运,达人百播运,招生增长运营(8方向,直播设放,短视频海导,达人向务,核心人才计划(GT0方间)A课程带划,30打印核研,综合法务,专利法",全国多城市,https://mp.weixin.qq.com/s/O-pFclKFmyZ6ddnYZK1dxg,https://app.mokahr.com/m/campus-recruitment/tal/95443?hash=%23%2Fjobs&sourceToken=38176e8b61d4d5c11d4aa9b436d6c4e7#/jobs,招满即止,,可转正
2026-05-21,网易,互联网/软件/游戏,互联网,日常实习,日常实习,民企,民企,26届-29届,26,29,本科,线上分享官实习生,远程/线上,https://mp.weixin.qq.com/s/ABIDH-IpqyfPBHpG1ng91w,https://mp.weixin.qq.com/s/ABIDH-IpqyfPBHpG1ng91w,招满即止,,可转正，大厂/品牌
